TIER-1	TIER-2	TIER-3	TIER-4	TIER-5	TIER-6
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Causality vs Correlation	Dose-Response Relationship	More Exposure = Stronger Effect
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Causality vs Correlation	Dose-Response Relationship	Marketing Spend-Response Curves
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Potential Outcomes Framework		
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Average Treatment Effect (ATE)	ATE Definition & Calculation	E[Y₁ - Y₀] Calculation
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Average Treatment Effect (ATE)	ATE Definition & Calculation	Difference in Means as ATE Estimate
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Average Treatment Effect (ATE)	CATE (Conditional ATE)	Heterogeneous Treatment Effects
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Average Treatment Effect (ATE)	CATE (Conditional ATE)	Subgroup Analysis
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Average Treatment Effect (ATE)	Marketing Lift Measurement	Campaign Incremental Impact
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Average Treatment Effect (ATE)	Marketing Lift Measurement	True Causal Effect Estimation
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Propensity Score Matching	Propensity Score Calculation	Logistic Regression for Propensity
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Propensity Score Matching	Propensity Score Calculation	Predicting Treatment Probability
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Propensity Score Matching	Matching Algorithms	Nearest Neighbor Matching
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Propensity Score Matching	Matching Algorithms	Caliper Matching
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Propensity Score Matching	Matching Algorithms	Stratification on Propensity Score
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Propensity Score Matching	Balance Assessment	Covariate Balance Checking
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Propensity Score Matching	Balance Assessment	Standardized Mean Difference
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Propensity Score Matching	Observational Study Analysis	Creating Quasi-Experiments from Observational Data
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Propensity Score Matching	Observational Study Analysis	Marketing Campaign Retrospective Analysis
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Instrumental Variables		
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	DAG Construction	Identifying Variables (Nodes)
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	DAG Construction	Drawing Causal Arrows (Edges)
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	DAG Construction	No Cycles Requirement
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	Confounding Identification	Backdoor Paths
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	Confounding Identification	Colliders
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	Confounding Identification	Adjustment Sets
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	Causal Path Analysis	Direct Effects
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	Causal Path Analysis	Indirect Effects (Mediation)
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	Causal Path Analysis	Total Effects
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	Marketing Attribution DAGs	Multi-Touch Attribution Paths
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	Marketing Attribution DAGs	Channel Interaction Modeling
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Directed Acyclic Graphs (DAGs)	Marketing Attribution DAGs	Customer Journey Causal Structure
MATHEMATICS, STATISTICS, AND PROBABILITY	Experimental Design & Hypothesis Testing	Causal Inference	Counterfactuals		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Objective Functions	Revenue Maximization	Maximizing Total Revenue
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Objective Functions	Revenue Maximization	Profit Maximization Functions
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Objective Functions	Cost Minimization	Minimizing Marketing Spend
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Objective Functions	Cost Minimization	Cost per Acquisition (CPA) Minimization
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Objective Functions	ROI Optimization	Maximizing Return on Ad Spend (ROAS)
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Objective Functions	ROI Optimization	Maximizing Marketing ROI
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Constraints	Budget Constraints	Total Budget Limit
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Constraints	Budget Constraints	Per-Channel Budget Constraints
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Constraints	Resource Constraints	Team Capacity Constraints
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Constraints	Resource Constraints	Time Constraints
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Constraints	Channel Capacity Constraints	Maximum Spend per Channel
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Constraints	Channel Capacity Constraints	Diminishing Returns Boundaries
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Feasible Region		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Local vs Global Optima		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Optimality Conditions		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Optimization Theory	Convex Optimization		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Simplex Method	Linear Programming Setup	Decision Variables Definition
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Simplex Method	Linear Programming Setup	Objective Function Formulation
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Simplex Method	Linear Programming Setup	Constraint Equations
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Simplex Method	Constraint Formulation	Budget Constraint Equations
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Simplex Method	Constraint Formulation	Non-Negativity Constraints
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Simplex Method	Media Budget Allocation	Optimal Channel Mix
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Simplex Method	Media Budget Allocation	Allocating Budget Across Channels
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Simplex Method	Media Budget Allocation	Excel Solver for Media Mix
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Duality Theory		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Sensitivity Analysis	Shadow Price Interpretation	Marginal Value of Relaxing Constraint
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Sensitivity Analysis	Shadow Price Interpretation	Value of Additional Budget Dollar
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Sensitivity Analysis	Constraint Relaxation Analysis	What-If Analysis
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Sensitivity Analysis	Constraint Relaxation Analysis	Binding vs Non-Binding Constraints
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Sensitivity Analysis	Budget Increase Impact	Incremental ROI of Budget Increase
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Sensitivity Analysis	Budget Increase Impact	Optimal Reallocation Strategy
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Shadow Prices		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Integer Programming		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Transportation Problem		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Linear Programming	Assignment Problem		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Gradient Descent	Learning Rate Selection	Step Size Impact
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Gradient Descent	Learning Rate Selection	Adaptive Learning Rates
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Gradient Descent	Convergence Criteria	Gradient Magnitude Threshold
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Gradient Descent	Convergence Criteria	Maximum Iterations
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Gradient Descent	Marketing Mix Modeling Optimization	Nonlinear Response Curves
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Gradient Descent	Marketing Mix Modeling Optimization	Optimizing Adstock Parameters
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Newton's Method		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Quasi-Newton Methods		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Conjugate Gradient Method		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Stochastic Gradient Descent (SGD)		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Nonlinear Optimization	Line Search Methods		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Constrained Optimization	Lagrange Multipliers		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Constrained Optimization	KKT Conditions		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Constrained Optimization	Penalty Methods		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Constrained Optimization	Barrier Methods		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Constrained Optimization	Augmented Lagrangian		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Dynamic Programming	Bellman Equation		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Dynamic Programming	Optimal Substructure		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Dynamic Programming	Memoization		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Dynamic Programming	Backward Induction		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Dynamic Programming	Value Iteration		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Dynamic Programming	Policy Iteration		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Game Theory	Nash Equilibrium		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Game Theory	Dominant Strategies		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Game Theory	Cooperative Games		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Game Theory	Non-Cooperative Games		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Game Theory	Zero-Sum Games		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Game Theory	Mixed Strategies		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Game Theory	Prisoner's Dilemma		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Decision Theory	Decision Trees		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Decision Theory	Expected Utility Theory		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Decision Theory	Risk Attitudes		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Decision Theory	Decision Under Uncertainty		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Decision Theory	Multi-Criteria Decision Analysis		
MATHEMATICS, STATISTICS, AND PROBABILITY	Applied Mathematics & Optimization	Decision Theory	Minimax & Maximin		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Set Theory & Logic	Sets & Set Operations		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Set Theory & Logic	Venn Diagrams		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Set Theory & Logic	Propositional Logic		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Set Theory & Logic	Predicate Logic		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Set Theory & Logic	Logical Operators		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Set Theory & Logic	Truth Tables		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Combinatorics & Counting	Fundamental Counting Principle		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Combinatorics & Counting	Permutations		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Combinatorics & Counting	Combinations		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Combinatorics & Counting	Binomial Coefficients		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Combinatorics & Counting	Pigeonhole Principle		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Combinatorics & Counting	Inclusion-Exclusion Principle		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Graph Theory	Graph Terminology (Nodes, Edges)		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Graph Theory	Directed & Undirected Graphs		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Graph Theory	Paths & Cycles		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Graph Theory	Graph Connectivity		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Graph Theory	Trees		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Graph Theory	Network Analysis		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Graph Theory	Shortest Path Algorithms		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Discrete Probability	Discrete Sample Spaces		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Discrete Probability	Counting Methods in Probability		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Discrete Probability	Discrete Probability Distributions		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Discrete Probability	Random Sampling		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Boolean Algebra	Boolean Variables		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Boolean Algebra	Boolean Operations (AND, OR, NOT)		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Boolean Algebra	Boolean Functions		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Boolean Algebra	Logic Gates		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Boolean Algebra	Boolean Simplification		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Recurrence Relations	Linear Recurrence Relations		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Recurrence Relations	Solving Recurrence Relations		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Recurrence Relations	Fibonacci Sequence		
MATHEMATICS, STATISTICS, AND PROBABILITY	Discrete Mathematics & Combinatorics	Recurrence Relations	Generating Functions		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Time Series Components	Trend Component		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Time Series Components	Seasonal Component		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Time Series Components	Cyclical Component		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Time Series Components	Irregular Component		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Time Series Components	Noise		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Time Series Decomposition	Additive Decomposition		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Time Series Decomposition	Multiplicative Decomposition		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Time Series Decomposition	STL Decomposition		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Time Series Decomposition	X-11 Decomposition		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Linear Trend	Linear Regression for Trend	Fitting Trend Line
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Linear Trend	Linear Regression for Trend	Slope as Growth Rate
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Linear Trend	Growth Rate Calculation	Compound Annual Growth Rate (CAGR)
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Linear Trend	Growth Rate Calculation	Period-over-Period Growth
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Linear Trend	Revenue Trend Analysis	Revenue Growth Trajectory
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Linear Trend	Revenue Trend Analysis	Extrapolating Future Revenue
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Polynomial Trend		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Exponential Trend		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Trend Detection Methods		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Trend Analysis	Detrending		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Seasonal Indices	Seasonal Index Calculation	Average Seasonal Pattern
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Seasonal Indices	Seasonal Index Calculation	Index = Actual / Trend
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Seasonal Indices	Seasonal Adjustment Methods	Deseasonalizing Data
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Seasonal Indices	Seasonal Adjustment Methods	Seasonal Factors
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Seasonal Indices	Holiday Effect Modeling	Black Friday/Cyber Monday Effects
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Seasonal Indices	Holiday Effect Modeling	Christmas/Holiday Season Impact
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Seasonal Adjustment		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Seasonal Subseries Plots		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Seasonal Decomposition		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Seasonality & Cyclical Patterns	Business Cycles		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Moving Averages	Simple Moving Average (SMA)	Equally Weighted Average
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Moving Averages	Simple Moving Average (SMA)	Lagging Indicator
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Moving Averages	Window Size Selection	3-Month vs 12-Month Average
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Moving Averages	Window Size Selection	Trade-off: Smoothness vs Responsiveness
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Moving Averages	Trend Smoothing Applications	Removing Noise from Sales Data
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Moving Averages	Trend Smoothing Applications	Identifying Underlying Patterns
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Simple Exponential Smoothing		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Double Exponential Smoothing		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Holt-Winters Method	Triple Exponential Smoothing	Level, Trend, and Seasonal Components
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Holt-Winters Method	Triple Exponential Smoothing	Additive vs Multiplicative Seasonality
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Holt-Winters Method	Seasonal Pattern Forecasting	Short-Term Seasonal Forecasts
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Holt-Winters Method	Seasonal Pattern Forecasting	Quarterly/Monthly Demand Forecasting
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Holt-Winters Method	Parameter Optimization	Alpha, Beta, Gamma Selection
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Holt-Winters Method	Parameter Optimization	Minimizing Forecast Error
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	Weighted Moving Averages		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	Smoothing Methods	LOESS/LOWESS		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Autoregressive (AR) Models		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Moving Average (MA) Models		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	ARMA Models		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Differencing & Integration		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Model Identification	ACF Plot Interpretation	Autocorrelation Function Pattern
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Model Identification	ACF Plot Interpretation	Significant Lags Identification
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Model Identification	PACF Plot Interpretation	Partial Autocorrelation Pattern
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Model Identification	PACF Plot Interpretation	AR Order Selection
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Model Identification	Order Selection (p, d, q)	p = AR Order
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Model Identification	Order Selection (p, d, q)	d = Differencing Order
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Model Identification	Order Selection (p, d, q)	q = MA Order
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Model Identification	Order Selection (p, d, q)	Auto.arima() Function in R
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	ACF & PACF		
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Seasonal ARIMA (SARIMA)	Seasonal Order Selection	(P, D, Q)m Notation
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Seasonal ARIMA (SARIMA)	Seasonal Order Selection	Seasonal Period m (e.g., 12 for Monthly)
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Seasonal ARIMA (SARIMA)	SARIMA Model Notation	ARIMA(p,d,q)(P,D,Q)m
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Seasonal ARIMA (SARIMA)	SARIMA Model Notation	Example: ARIMA(1,1,1)(1,1,1)12
MATHEMATICS, STATISTICS, AND PROBABILITY	Time Series & Forecasting	ARIMA Models	Seasonal ARIMA (SARIMA)	Seasonal Demand Forecasting	Monthly Sales Forecasting
